#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
869	NM_205565	chr21	-	37300021	37342065	37300321	37341988	10	37300021,37301896,37302148,37302372,37302543,37308867,37312019,37319300,37327245,37341967,	37301641,37302047,37302246,37302425,37302691,37308974,37312253,37319478,37327506,37342065,	0
870	NM_001081749	chr21	+	37405607	37423313	37405610	37421826	7	37405607,37406101,37413256,37413449,37416891,37419395,37421690,	37405731,37406205,37413349,37413597,37417095,37419495,37423313,	0
871	NM_131430	chr21	-	37498714	37509176	37500237	37507866	20	37498714,37500503,37500881,37501254,37501627,37502358,37502630,37502825,37503035,37503285,37503566,37503805,37504677,37504899,37505154,37505330,37505812,37506038,37507775,37508880,	37500414,37500609,37501019,37501325,37501750,37502549,37502741,37502947,37503181,37503479,37503705,37503996,37504801,37505066,37505247,37505594,37505951,37506220,37507957,37509176,	0
872	NM_001020559	chr21	+	37726359	37733651	37726674	37733587	3	37726359,37726652,37733299,	37726513,37726797,37733651,	0
873	NM_213387	chr21	+	37761060	37776965	37761125	37776382	10	37761060,37762970,37764484,37765250,37768472,37768686,37770392,37773703,37773977,37776242,	37761190,37763021,37764640,37765395,37768576,37768806,37770507,37773883,37774155,37776965,	0
873	NM_001130602	chr21	+	37757815	37758968	37757910	37758853	3	37757815,37758569,37758778,	37758049,37758691,37758968,	0
873	NM_001007392	chr21	+	37751710	37755514	37751719	37754911	3	37751710,37753026,37754816,	37752008,37753182,37755514,	0
874	NM_001039108	chr21	-	37919750	37924791	37920177	37924706	4	37919750,37922619,37924475,37924638,	37920379,37922693,37924554,37924791,	0
874	NM_001004559	chr21	+	37955172	37961801	37960121	37960934	2	37955172,37960078,	37955322,37961801,	0
875	NM_001039927	chr21	-	38081170	38106146	38082254	38106047	4	38081170,38094976,38095140,38105876,	38082433,38095036,38095936,38106146,	0
876	NM_001080058	chr21	+	38264868	38267535	38265033	38266419	2	38264868,38265507,	38265153,38267535,	0
879	NM_001025166	chr21	+	38591313	38600037	38591341	38599936	7	38591313,38592747,38594124,38594276,38596578,38599067,38599746,	38591346,38592863,38594176,38594406,38596759,38599698,38600037,	0
879	NM_200164	chr21	-	38539178	38571599	38542024	38570834	9	38539178,38549869,38550162,38550394,38557942,38565628,38570021,38570770,38571438,	38542066,38550083,38550287,38550490,38558028,38565723,38570160,38570869,38571599,	0
880	NM_001114313	chr21	+	38697401	38747431	38697407	38747378	21	38697401,38699620,38700725,38700957,38704698,38708592,38712916,38715818,38720288,38723441,38725392,38725765,38726290,38728355,38731932,38732145,38734823,38736088,38739371,38741765,38747068,	38697695,38699728,38700866,38701073,38704813,38708694,38713060,38716066,38720466,38723648,38725492,38726115,38726413,38728445,38732067,38732268,38734948,38736185,38739576,38742066,38747431,	0
880	NM_001044395	chr21	-	38676339	38682935	38676516	38682818	7	38676339,38678403,38680501,38681230,38681456,38682255,38682782,	38676680,38678514,38680583,38681365,38681593,38682337,38682935,	0
880	NM_194372	chr21	+	38770214	38792767	38770245	38790747	10	38770214,38772573,38774920,38776789,38782104,38783983,38789399,38789636,38790726,38791703,	38770616,38772773,38775197,38777001,38782238,38784119,38789549,38789734,38791681,38792767,	0
880	NM_001029970	chr21	+	38685269	38692303	38686418	38691166	9	38685269,38686391,38686761,38686917,38689587,38689732,38689925,38690066,38691101,	38685719,38686535,38686830,38686996,38689655,38689832,38689976,38690126,38692303,	0
881	NM_001128675	chr21	-	38802359	38806246	38802439	38805307	2	38802359,38806196,	38805384,38806246,	0
881	NM_001044315	chr21	+	38808065	38822004	38808117	38821928	15	38808065,38808841,38809135,38810757,38811035,38811296,38813235,38813465,38813989,38814206,38818525,38818758,38818934,38819711,38821861,	38808204,38809052,38809266,38810943,38811179,38811408,38813308,38813669,38814080,38814329,38818676,38818834,38819006,38819810,38822004,	0
882	NM_001328218	chr21	-	38984760	39013538	38984923	39011819	11	38984760,38985288,38988155,38992563,38993058,38997205,38997395,39002390,39008134,39011657,39013412,	38984941,38985527,38988255,38992730,38993200,38997323,38997604,39002476,39008366,39011820,39013538,	0
882	NM_001139461	chr21	-	39022451	39035957	39022737	39035898	9	39022451,39023989,39024642,39026945,39027570,39029218,39029441,39035621,39035843,	39022859,39024147,39024871,39027092,39027727,39029358,39029663,39035741,39035957,	0
882	NM_212817	chr21	-	38960956	38979787	38961166	38979672	7	38960956,38963418,38964136,38968250,38970099,38973350,38979529,	38961823,38963574,38964298,38968412,38970204,38973402,38979787,	0
883	NM_001328400	chr21	+	39152359	39181275	39152449	39181213	21	39152359,39157115,39157394,39157614,39160260,39163606,39163902,39164175,39164407,39165014,39165527,39166121,39170479,39172733,39172955,39175317,39175531,39178424,39178639,39180372,39181007,	39153042,39157309,39157537,39157781,39160604,39163798,39164085,39164258,39164498,39165160,39165697,39166397,39170675,39172872,39173087,39175413,39175593,39178556,39178825,39180469,39181275,	0
883	NM_001040394	chr21	-	39076395	39132372	39077694	39132362	5	39076395,39086494,39087718,39090835,39132064,	39077807,39086667,39087815,39090949,39132372,	0
883	NM_001002586	chr21	+	39140708	39149623	39141071	39149255	6	39140708,39141041,39142288,39143116,39145949,39149107,	39140737,39141116,39142407,39143258,39146092,39149623,	0
884	NM_001113661	chr21	+	39310270	39310823	39310823	39310823	1	39310270,	39310823,	0
885	NM_201346	chr21	+	39378999	39407738	39387263	39407572	11	39378999,39387054,39394399,39394864,39397042,39398143,39403120,39403356,39403654,39406370,39407498,	39379094,39387295,39394484,39394939,39397249,39398312,39403223,39403585,39403756,39406527,39407738,	0
886	NM_001037379	chr21	-	39467378	39501651	39467541	39501414	12	39467378,39476325,39479544,39481976,39482147,39482341,39484675,39486995,39488531,39488707,39491594,39501393,	39467619,39476425,39479707,39482073,39482249,39482459,39484810,39487119,39488618,39488804,39491903,39501651,	0
886	NM_001030000	chr21	-	39512375	39521775	39512786	39516125	3	39512375,39515993,39521676,	39512924,39516130,39521775,	0
886	NM_200593	chr21	-	39523836	39532642	39525740	39532459	4	39523836,39526254,39530862,39532268,	39525929,39526427,39531047,39532642,	0
886	NM_001076614	chr21	-	39559885	39580979	39560160	39580740	11	39559885,39563551,39563847,39569338,39569579,39571952,39574289,39574600,39580207,39580380,39580566,	39560439,39563762,39563948,39569484,39569694,39572095,39574527,39574692,39580297,39580492,39580979,	0
887	NM_194384	chr21	-	39585911	39616384	39586794	39605179	9	39585911,39590118,39594670,39594942,39598584,39598824,39602120,39605067,39616337,	39586887,39590318,39594845,39595026,39598745,39598879,39602332,39605201,39616384,	0
887	NM_001163932	chr21	+	39649607	39661211	39649617	39661083	4	39649607,39655090,39655409,39660523,	39650000,39655329,39655577,39661211,	0
889	NM_001098248	chr21	-	39902429	39907732	39902800	39907306	7	39902429,39903930,39904116,39905138,39907240,39907303,39907662,	39902818,39904034,39904401,39905423,39907301,39907321,39907732,	0
889	NM_001014310	chr21	+	39917630	39950333	39918321	39949886	18	39917630,39918316,39919334,39920905,39924675,39933849,39934179,39936218,39936431,39940369,39940791,39941316,39943094,39945095,39945631,39946401,39949334,39949586,	39917718,39918477,39919436,39920974,39924824,39933892,39934224,39936316,39936529,39940483,39940859,39941425,39943170,39945165,39945764,39946496,39949499,39950333,	0
890	NM_001142566	chr21	-	40030575	40059796	40030827	40059772	12	40030575,40034045,40038111,40040645,40044829,40047558,40051235,40051461,40054393,40054662,40058113,40059664,	40030953,40034183,40038273,40040767,40044936,40047771,40051358,40051645,40054581,40054799,40058242,40059796,	0
890	NM_001287544	chr21	-	39997709	40016625	39997709	40016625	17	39997709,39998013,39998170,40002491,40002762,40003048,40004352,40007979,40009563,40011416,40011616,40011837,40013259,40014613,40014838,40014989,40016442,	39997939,39998092,39998265,40002624,40002832,40003124,40004461,40008047,40009677,40011514,40011714,40011882,40013302,40014762,40014907,40015091,40016625,	0
890	NM_001004539	chr21	+	40082912	40096616	40084658	40095952	8	40082912,40084657,40084804,40085092,40087124,40087571,40095391,40095695,	40082954,40084721,40084994,40085248,40087328,40087711,40095602,40096616,	0
890	NM_001002417	chr21	-	40021680	40026096	40021997	40025956	4	40021680,40025081,40025363,40025934,	40022214,40025178,40025438,40026096,	0
891	NM_001130806	chr21	+	40209436	40210354	40209436	40210354	1	40209436,	40210354,	0
891	NM_001128585	chr21	+	40216050	40216995	40216050	40216995	1	40216050,	40216995,	0
891	NM_001099262	chr21	+	40196262	40198088	40196537	40197476	2	40196262,40196530,	40196314,40198088,	0
891	NM_001037678	chr21	-	40116961	40151123	40117632	40150257	15	40116961,40120907,40123105,40126232,40134917,40137189,40139505,40140335,40141367,40141767,40141953,40144116,40144480,40150179,40151058,	40117885,40121028,40123170,40126402,40135065,40137376,40139670,40140441,40141498,40141866,40142163,40144279,40144618,40150268,40151123,	0
891	NM_131083	chr21	+	40172204	40173155	40172204	40173155	1	40172204,	40173155,	0
891	NM_001128566	chr21	+	40231169	40232114	40231169	40232114	1	40231169,	40232114,	0
891	NM_001037405	chr21	+	40202361	40203773	40202566	40203505	2	40202361,40202560,	40202493,40203773,	0
891	NM_131743	chr21	+	40213096	40214038	40213096	40214038	1	40213096,	40214038,	0
891	NM_131742	chr21	+	40179063	40180882	40179374	40180313	2	40179063,40179367,	40179134,40180882,	0
891	NM_131741	chr21	+	40191819	40194005	40192150	40193089	2	40191819,40192143,	40191926,40194005,	0
892	NM_001040298	chr21	+	40256473	40258586	40257394	40258342	2	40256473,40257376,	40256593,40258586,	0
892	NM_001128405	chr21	+	40263578	40264520	40263578	40264520	1	40263578,	40264520,	0
892	NM_001035262	chr21	+	40244709	40246177	40245013	40245958	2	40244709,40244989,	40244736,40246177,	0
893	NM_001135103	chr21	+	40393598	40454734	40393659	40452174	15	40393598,40401323,40428737,40428949,40431525,40431733,40431892,40434041,40438292,40438487,40438704,40438934,40441392,40442783,40450902,	40393722,40401367,40428856,40429014,40431647,40431799,40431958,40434236,40438386,40438616,40438751,40439081,40441593,40443651,40454734,	0
893	NM_001077430	chr21	-	40378955	40389613	40379116	40389599	7	40378955,40382884,40383091,40387411,40387930,40388068,40389579,	40380062,40382987,40383299,40387540,40387987,40388156,40389613,	0
894	NM_001037374	chr21	-	40595570	40607579	40596250	40607515	8	40595570,40597721,40598059,40598288,40601530,40601810,40602368,40607413,	40596268,40597910,40598202,40598367,40601682,40601927,40602468,40607579,	0
894	NM_001080688	chr21	+	40566796	40576601	40566882	40576088	4	40566796,40571779,40575607,40575874,	40566985,40571921,40575679,40576601,	0
895	NM_199822	chr21	+	40662847	40686036	40663137	40685783	8	40662847,40668314,40672298,40675179,40677054,40679981,40680236,40685717,	40663493,40668543,40672569,40675272,40677179,40680152,40680446,40686036,	0
895	NM_001003424	chr21	-	40689835	40694589	40689927	40694562	6	40689835,40691395,40691583,40692520,40692665,40694559,	40689995,40691489,40691685,40692581,40692766,40694589,	0
896	NM_001048064	chr21	-	40816809	40857270	40816846	40857265	59	40816809,40818725,40818888,40819130,40823600,40823744,40825080,40825322,40825749,40825989,40831128,40831372,40831844,40832138,40832478,40833159,40834996,40835176,40835319,40835673,40835816,40837595,40837769,40839490,40840935,40841220,40841380,40841508,40841930,40848155,40848492,40848629,40849129,40849242,40849770,40849921,40850579,40850704,40851214,40851334,40852434,40852560,40852884,40853025,40853187,40853314,40853444,40853587,40853770,40854115,40854402,40854694,40855067,40855201,40855354,40855617,40855738,40855920,40857189,	40816893,40818782,40818945,40819196,40823648,40823795,40825239,40825361,40825887,40826037,40831179,40831534,40832075,40832378,40832526,40833186,40835080,40835203,40835343,40835721,40835873,40837685,40837802,40839556,40840968,40841295,40841413,40841838,40841960,40848377,40848522,40848839,40849159,40849467,40849800,40850272,40850609,40850923,40851244,40851655,40852461,40852800,40852920,40853097,40853220,40853365,40853492,40853674,40853992,40854187,40854525,40854973,40855094,40855270,40855510,40855644,40855834,40856145,40857270,	0
896	NM_001082815	chr21	-	40763756	40776357	40763756	40776155	8	40763756,40764360,40764587,40766851,40767110,40769884,40770088,40776137,	40763858,40764478,40764722,40766975,40767197,40769969,40770316,40776357,	0
897	NM_200295	chr21	-	40907129	40915302	40907686	40913596	6	40907129,40908009,40909768,40911504,40913489,40915246,	40907849,40908191,40909914,40911680,40913606,40915302,	0
897	NM_001128752	chr21	+	40921482	40936662	40921551	40936650	2	40921482,40936183,	40922356,40936662,	0
898	NM_001076712	chr21	+	41071980	41084096	41072134	41080537	4	41071980,41075608,41080335,41083682,	41072281,41075733,41080538,41084096,	0
901	NM_001351713	chr21	-	41449977	41508797	41453456	41507690	11	41449977,41456304,41459224,41459503,41462973,41465178,41467860,41470818,41480951,41506580,41508362,	41453684,41456486,41459339,41459622,41463063,41465349,41467884,41470869,41481042,41507742,41508797,	0
902	NR_034203	chr21	+	41626768	41626848	41626848	41626848	1	41626768,	41626848,	0
903	NM_001030122	chr21	+	41684341	41765608	41684764	41764379	9	41684341,41736640,41741882,41746582,41755039,41758048,41760051,41763506,41764099,	41684834,41736738,41742048,41746695,41755217,41758213,41760221,41763598,41765608,	0
904	NM_001002087	chr21	+	41826265	41848866	41831285	41848298	8	41826265,41831273,41832328,41834485,41837768,41842887,41843937,41848237,	41826332,41831436,41832459,41834989,41837997,41843060,41844068,41848866,	0
904	NM_001020562	chr21	-	41850329	41859855	41850409	41856819	7	41850329,41852230,41852897,41853124,41855577,41856717,41859772,	41850661,41852384,41853010,41853246,41855683,41856839,41859855,	0
914	NM_001089339	chr21	+	43177321	43182063	43177338	43180549	4	43177321,43177586,43178563,43180326,	43177379,43177748,43178608,43182063,	0
914	NM_214716	chr21	-	43142320	43176073	43142856	43175889	19	43142320,43145295,43145620,43147617,43147807,43150635,43155847,43157829,43158180,43158391,43159994,43160496,43165254,43166086,43168057,43171655,43173913,43174134,43175782,	43143036,43145457,43145740,43147725,43147933,43150788,43155940,43158011,43158314,43158498,43160146,43160573,43165499,43166220,43168157,43171778,43174054,43174192,43176073,	0
915	NM_001115117	chr21	+	43333555	43379717	43333628	43379079	10	43333555,43355704,43359053,43362131,43367725,43368754,43370880,43374661,43376106,43379075,	43333658,43355819,43359249,43362318,43367887,43368851,43371049,43374794,43376276,43379717,	0
916	NM_001024434	chr21	+	43490347	43510430	43490376	43510357	13	43490347,43491163,43493026,43493391,43496404,43496829,43499224,43501593,43503666,43504257,43506206,43506354,43510292,	43490386,43491265,43493098,43493488,43496508,43496902,43499304,43501724,43503745,43504403,43506263,43506466,43510430,	0
916	NM_001045356	chr21	+	43405174	43415562	43407617	43415535	8	43405174,43407595,43409768,43410829,43411364,43413850,43414058,43415330,	43405269,43407734,43409873,43410872,43411443,43413948,43414173,43415562,	0
916	NM_200437	chr21	-	43465454	43478836	43466810	43478766	8	43465454,43465999,43468861,43471676,43472397,43474379,43476499,43478728,	43465988,43467055,43468985,43471853,43472481,43474590,43476676,43478836,	0
916	NM_001127477	chr21	-	43425127	43462378	43427257	43462084	11	43425127,43429882,43430323,43430674,43432824,43434102,43437529,43441464,43441689,43446899,43462042,	43427273,43430019,43430386,43430768,43432970,43434288,43437687,43441573,43441746,43447130,43462378,	0
918	NM_001033107	chr21	+	43706839	43721513	43706910	43720981	15	43706839,43707719,43708514,43708931,43710581,43710873,43712731,43714532,43714925,43715270,43715577,43718333,43720524,43720656,43720912,	43706926,43707772,43708601,43709023,43710766,43710938,43712858,43714663,43715069,43715391,43715696,43718437,43720564,43720824,43721513,	0
